PROBEID,SYMBOL
8007112,KRTAP4-7
8007112,KRTAP4-9
8007112,KRTAP4-8
8007112,KRTAP4-6
8007112,KRTAP4-12
8007112,KRTAP4-4
8007112,KRTAP4-11
8007112,KRTAP4-2
8007112,KRTAP4-5
8007115,KRTAP4-9
8007115,KRTAP4-7
8007115,KRTAP4-8
8007115,KRTAP4-11
8007115,KRTAP4-5
8007115,KRTAP4-6
8007115,KRTAP4-12
8007118,KRTAP9-1
8007123,KRTAP9-2
8007123,KRTAP9-8
8007123,KRTAP9-6
8007123,KRTAP9-7
8007123,KRTAP9-9
8007123,KRTAP9-3
8007123,KRTAP9-4
8007127,KRTAP9-3
8007130,KRTAP9-2
8007130,KRTAP9-8
8007130,KRTAP9-6
8007130,KRTAP9-9
8007130,KRTAP9-3
8007130,KRTAP9-4
8007134,KRTAP9-2
8007134,KRTAP9-8
8007134,KRTAP9-4
8007134,KRTAP9-6
8007134,KRTAP9-7
8007134,KRTAP9-9
8007134,KRTAP9-3
8007139,
8007141,EIF1
8007148,GAST
8007152,
8007154,FKBP10
8007169,KLHL10
8007176,ODAD4
8007188,CNP
8007197,NKIRAS2
8007208,HSPB9
8007212,STAT5A
8007228,ATP6V0A1
8007250,NAGLU
8007259,
8007263,HSD17B1
8007272,COASY
8007290,MLX
8007302,TUBG1
8007310,
8007312,TUBG2
8007323,CNTNAP1
8007348,RAMP2
8007355,VPS25
8007363,WNK4
8007388,CNTD1
8007397,PSME3
8007414,AOC2
8007420,AOC3
8007427,AOC3
8007429,G6PC1
8007435,RUNDC1
8007441,RPL27
8007446,IFI35
8007454,RND2
8007462,NBR2
8007471,NBR1
8007483,TMEM106A
8007493,ARL4D
8007497,
8007499,
8007501,
8007503,
8007505,DHX8
8007530,CFAP97D1
8007537,CD300LG
8007548,FAM215A
8007550,NAGS
8007561,G6PC3
8007569,HROB
8007584,ASB16
8007594,TMUB2
8007603,
8007605,
8007607,RUNDC3A
8007620,GRN
8007637,FZD2
8007641,
8007643,MEIOC
8007651,DBF4B
8007673,DBF4B
8007675,ADAM11
8007701,HIGD1B
8007707,CCDC103
8007715,NMT1
8007730,ACBD4
8007745,HEXIM1
8007750,HEXIM2
8007757,FMNL1
8007790,MAP3K14-AS1
8007794,ARL17A
8007794,NBR2
8007794,ARL17B
8007794,LOC107984156
8007794,LOC101929774
8007794,LOC100996709
8007794,LOC105376844
8007797,RPS26
8007799,LINC02210-CRHR1
8007799,LINC02210
8007803,LINC02210
8007808,CRHR1
8007808,LINC02210-CRHR1
8007826,SPPL2C
8007828,MAPT
8007846,STH
8007848,MAPK8IP1
8007848,MAPK8IP1P2
8007850,LRRC37A
8007850,SMURF2P1-LRRC37BP1
8007850,LRRC37A2
8007850,LRRC37A3
8007850,LRRC37A4P
8007850,LRRC37BP1
8007850,LRRC37A6P
8007865,
8007867,LRRC37A2
8007867,LRRC37A
8007867,SMURF2P1-LRRC37BP1
8007867,LRRC37A3
8007867,LRRC37A4P
8007867,LRRC37BP1
8007867,LRRC37A6P
8007883,
8007885,NSF
8007895,WNT9B
8007902,
8007904,GOSR2
8007917,
8007919,LRRC37A2
8007919,LRRC37A
8007919,SMURF2P1-LRRC37BP1
8007919,LRRC37A4P
8007919,LRRC37A3
8007919,LRRC37BP1
8007919,LRRC37A6P
8007921,MYL4
8007931,ITGB3
8007949,EFCAB13
8007976,NPEPPS
8007990,
8007992,KPNB1
8008016,TBKBP1
8008029,TBX21
8008038,
8008040,LRRC46
8008049,
8008052,SP2
8008064,PNPO
8008074,CDK5RAP3
8008087,NFE2L1
8008096,SNX11
8008110,HOXB-AS3
8008113,CALCOCO2
8008130,
8008132,ATP5MC1
8008139,UBE2Z
8008151,IGF2BP1
8008170,
8008172,B4GALNT2
8008185,ABI3
8008195,FLJ40194
8008201,NGFR
8008208,NXPH3
8008213,KAT7
8008228,DLX4
8008237,ITGA3
8008263,PDK2
8008277,SGCA
8008289,TMEM92
8008297,XYLT2
8008310,EME1
8008321,ACSF2
8008339,RSAD1
8008350,MYCBPAP
8008372,EPN3
8008388,SPATA20
8008409,CACNA1G
8008454,ABCC3
8008491,
8008493,LUC7L3
8008511,WFIKKN2
8008517,NME1
8008517,NME1-NME2
8008517,NME2
8008530,UTP18
8008540,LINC02072
8008544,KIF2B
8008547,TOM1L1
8008564,TOM1L1
8008566,STXBP4
8008588,HLF
8008596,
8008598,PCTP
8008609,ANKFN1
8008627,NOG
8008629,DGKE
8008644,
8008646,SCPEP1
8008662,RNF126P1
8008664,AKAP1
8008682,MSI2
8008700,
8008702,
8008704,
8008706,DYNLL2
8008711,OR4D1
8008716,MSX2P1
8008718,OR4D2
8008723,EPX
8008736,LPO
8008754,RAD51C
8008768,PPM1E
8008778,
8008780,
8008782,
8008784,PRR11
8008795,SMG8
8008802,GDPD1
8008817,
8008819,YPEL2
8008825,DHX40
8008834,CLTC
8008868,
8008870,VMP1
8008870,MIR21
8008885,MIR21
8008887,RPS6KB1
8008900,CA4
8008912,
8008914,C17orf64
8008922,PPM1D
8008933,BCAS3
8008963,
8008965,
8008967,
8008969,TBX2
8008980,LINC02875
8008982,TBX4
8008991,
8008995,EFCAB3
8009006,
8009008,METTL2A
8009014,TLK2
8009014,LOC101928451
8009040,MRC2
8009073,
8009075,TANC2
8009094,
8009096,ACE
8009145,KCNH6
8009164,DCAF7
8009176,TACO1
8009183,MAP3K3
8009205,DDX42
8009227,PSMC5
8009241,SNORD104
8009243,MILR1
8009253,
8009255,CEP95
8009275,
8009277,RGS9
8009299,
8009301,PRKCA
8009322,
8009324,
8009326,CACNG5
8009334,CACNG4
8009343,CACNG1
8009349,
8009351,
8009353,PITPNC1
8009366,NOL11
8009380,SNORA38B
8009382,BPTF
8009417,KPNA2
8009430,ARHGAP27P2
8009432,AMZ2
8009443,ARSG
8009457,PRKAR1A
8009474,
8009476,MAP2K6
8009491,
8009493,KCNJ16
8009502,KCNJ2
8009513,
8009515,LINC01152
8009517,SOX9
8009524,
8009526,SSTR2
8009533,COG1
8009552,C17orf80
8009561,RPL38
8009568,TTYH2
8009585,DNAI2
8009602,KIF19
8009631,GPR142
8009639,GPRC5C
8009653,CD300A
8009662,CD300LD-AS1
8009666,RAB37
8009685,SLC9A3R1
8009685,MIR3615
8009693,TMEM104
8009705,OTOP2
8009713,OTOP3
8009721,CDR2L
8009727,MRPL58
8009737,KCTD2
8009746,SLC16A5
8009755,ARMC7
8009759,
8009761,NUP85
8009784,MRPS7
8009792,
8009794,
8009796,TMEM94
8009832,TSEN54
8009844,LLGL2
8009873,MYO15B
8009875,MYO15B
8009913,MYO15B
8009929,SMIM5
8009932,SAP30BP
8009951,ITGB4
8009995,UNK
8010012,TEN1
8010012,TEN1-CDK3
8010017,TEN1
8010017,CDK3
8010017,TEN1-CDK3
8010021,CDK3
8010021,TEN1-CDK3
8010030,GALR2
8010036,ZACN
8010050,UBALD2
8010057,
8010059,
8010061,SPHK1
8010071,AANAT
8010078,SNORD1C
8010078,SNHG16
8010080,SNORD1B
8010082,SNORD1A
8010084,
8010086,METTL23
8010092,MFSD11
8010113,MGAT5B
8010137,SCARNA16
8010137,MIR6516
8010139,SEC14L1
8010161,SEPTIN9
8010184,
8010186,
8010188,TNRC6C
8010210,
8010212,TMC8
8010237,C17orf99
8010243,SYNGR2
8010248,AFMID
8010260,BIRC5
8010271,PGS1
8010285,
8010287,C1QTNF1
8010295,ENGASE
8010313,ENPP7
8010320,CBX2
8010328,CCDC40
8010354,GAA
8010379,CARD14
8010405,SLC26A11
8010426,RNF213
8010454,RNF213
8010499,ENDOV
8010512,RPTOR
8010550,CHMP6
8010560,LOC100129503
8010562,BAIAP2
8010583,PVALEF
8010590,BAHCC1
8010614,FSCN2
8010622,
8010624,TSPAN10
8010629,CCDC137
8010638,HGS
8010664,MRPL12
8010673,SLC25A10
8010686,ANAPC11
8010696,NPB
8010702,ASPSCR1
8010719,LRRC45
8010737,RAC3
8010747,GPS1
8010766,
8010768,
8010770,SLC16A3
8010778,
8010780,TEX19
8010783,UTS2R
8010785,
8010787,HEXD
8010804,NARF
8010820,FOXK2
8010832,FN3KRP
8010841,FN3K
8010848,TBCD
8010897,METRNL
8010901,DOC2B
8010903,RPH3AL
8010915,RFLNB
8010918,VPS53
8010924,VPS53
8010946,GEMIN4
8010949,GLOD4
8010963,
8010967,NXN
8010978,
8010983,ABR
8011009,
8011011,YWHAE
8011011,PAFAH1B1
8011018,CRK
8011027,MYO1C
8011062,INPP5K
8011077,PITPNA
8011093,SLC43A2
8011110,
8011112,
8011114,SCARF1
8011131,RILP
8011141,PRPF8
8011188,TLCD2
8011193,MIR22HG
8011193,MIR22
8011200,SMYD4
8011212,SDHC
8011214,RTN4RL1
8011218,MIR132
8011220,MIR212
8011222,SMG6
8011245,TSR1
8011262,MNT
8011270,LOC284009
8011275,METTL16
8011291,
8011293,CLUH
8011320,OR1D5
8011322,OR1D2
8011324,OR1G1
8011328,
8011331,OR3A2
8011337,OR3A1
8011339,OR1E1
8011341,OR1E2
8011343,SPATA22
8011354,TRPV3
8011375,SHPK
8011375,TRPV1
8011396,SHPK
8011396,TRPV1
8011407,TAX1BP3
8011407,P2RX5-TAX1BP3
8011415,P2RX5
8011415,P2RX5-TAX1BP3
8011430,ITGAE
8011462,NCBP3
8011480,CAMKK1
8011499,P2RX1
8011516,ATP2A3
8011542,ZZEF1
8011599,ANKFY1
8011626,UBE2G1
8011626,LOC103021295
8011640,MYBBP1A
8011671,GGT6
8011678,
8011680,ALOX15
8011692,PELP1
8011713,CXCL16
8011724,VMO1
8011732,
8011734,CHRNE
8011747,SLC25A11
8011759,PFN1
8011765,SPAG7
8011774,CAMTA2
8011797,INCA1
8011808,SLC52A1
8011817,ZNF232
8011823,ZNF594
8011826,SCIMP
8011832,NUP88
8011850,C1QBP
8011861,DHX33
8011875,DERL2
8011884,NLRP1
8011884,LOC728392
8011912,AIPL1
8011924,PITPNM3
8011945,KIAA0753
8011968,MED31
8011975,SLC13A5
8011990,TEKT1
8012000,
8012004,MIR195
8012006,SLC16A11
8012013,CLEC10A
8012028,ASGR2
8012043,ASGR1
8012054,DLG4
8012079,DVL2
8012099,PHF23
8012110,GABARAP
8012116,CTDNEP1
8012126,CLDN7
8012138,
8012140,YBX2
8012150,NEURL4
8012150,GPS2
8012166,NEURL4
8012197,PLSCR3
8012197,TMEM256-PLSCR3
8012207,TMEM256
8012207,TMEM256-PLSCR3
8012212,ZBTB4
8012218,
8012220,SOX15
8012226,FXR2
8012247,SAT2
8012257,TP53
8012270,
8012274,NAA38
8012282,RNF227
8012285,KCNAB3
8012304,TRAPPC1
8012309,ALOX12B
8012326,ALOXE3
8012344,HES7
8012349,PER1
8012376,VAMP2
8012383,TMEM107
8012383,SNORD118
8012397,BORCS6
8012403,AURKB
8012416,LINC00324
8012423,CTC1
8012450,SLC25A35
8012464,LOC100128288
8012466,KRBA2
8012469,RPL26
8012473,RNF222
8012475,MYH10
8012518,
8012520,CCDC42
8012528,SPDYE4
8012535,MFSD6L
8012539,PIK3R6
8012558,PIK3R5
8012581,STX8
8012591,DHRS7C
8012598,RCVRN
8012605,GAS7
8012625,MYH13
8012663,MYH8
8012696,MYH4
8012726,MYH1
8012753,MYH2
8012787,MYH3
8012823,SCO1
8012830,TMEM220
8012837,PIRT
8012839,
8012841,
8012843,ZNF18
8012852,
8012854,
8012856,ELAC2
8012883,HS3ST3A1
8012887,CDRT15
8012887,CDRT15P1
8012887,CDRT15P2
8012891,
8012893,
8012896,PMP22
8012906,
8012908,TEKT3
8012918,CDRT4
8012918,TVP23C-CDRT4
8012924,TVP23C
8012924,TVP23C-CDRT4
8012928,CDRT1
8012931,FBXW10
8012931,CDRT1
8012949,FBXW10
8012949,CDRT1
8012951,FBXW10
8012951,CDRT1
8012953,TRIM16
8012958,UBE2S
8012961,NCOR1
8013013,
8013015,CENPV
8013022,LRRC75A
8013026,ZNF287
8013035,ZNF624
8013042,KRT17P2
8013042,KRT17
8013049,TBC1D27P
8013061,TNFRSF13B
8013061,TBC1D27P
8013068,PLD6
8013071,FLCN
8013089,
8013094,COPS3
8013109,
8013112,RASD1
8013120,PEMT
8013131,SMCR5
8013135,SREBF1
8013157,TOM1L2
8013159,TOM1L2
8013177,
8013179,ATPAF2
8013191,FLII
8013222,TOP3A
8013243,SHMT1
8013259,
8013262,USP32P2
8013262,USP6
8013262,USP32P1
8013262,USP32
8013268,
8013272,CCDC144A
8013272,CCDC144CP
8013272,CCDC144B
8013272,USP32P2
8013272,CCDC144NL
8013292,
8013294,TBC1D28
8013294,TBC1D26
8013305,ZNF286A
8013305,ZNF286B
8013307,FOXO3B
8013307,FOXO3
8013309,
8013312,FAM83G
8013319,GRAP
8013323,SNORD3B-1
8013323,SNORD3B-2
8013323,SNORD3A
8013323,SNORD3C
8013323,SNORD3D
8013325,SNORD3B-1
8013325,SNORD3B-2
8013325,SNORD3A
8013325,SNORD3C
8013325,SNORD3D
8013327,GRAPL-AS1
8013329,SNORD3B-1
8013329,SNORD3B-2
8013329,SNORD3A
8013329,SNORD3C
8013329,SNORD3D
8013331,B9D1
8013341,MFAP4
8013348,RPS2
8013354,
8013356,
8013358,
8013360,
8013362,
8013364,SLC47A2
8013384,ALDH3A1
8013399,ULK2
8013431,AKAP10
8013448,
8013450,LGALS9C
8013450,LGALS9B
8013450,LGALS9
8013465,KRT16P3
8013465,KRT16P1
8013465,KRT16P2
8013465,KRT16
8013473,KRT17P5
8013479,CCDC144NL
8013479,CCDC144A
8013479,CCDC144CP
8013479,CCDC144B
8013484,
8013486,USP22
8013500,TMEM11
8013500,ENO1
8013507,
8013509,NATD1
8013515,LINC02693
8013517,
8013519,
8013521,
8013523,
8013525,
8013527,
8013529,
8013531,
8013533,
8013536,NOS2
8013567,LYRM9
8013570,
8013572,
8013574,KRT18P55
8013581,IFT20
8013588,POLDIP2
8013602,SEBOX
8013606,VTN
8013616,SLC46A1
8013622,RSKR
8013633,UNC119
8013641,PIGS
8013660,ALDOC
8013671,SPAG5
8013696,KIAA0100
8013741,SDF2
8013747,PROCA1
8013753,RAB34
8013771,TLCD1
8013776,FAM222B
8013784,MIR451A
8013786,MIR144
8013788,FLOT2
8013804,DHRS13
8013812,PHF12
8013833,SEZ6
8013858,
8013860,TIAF1
8013860,MYO18A
8013906,TWF1
8013908,NUFIP2
8013915,
8013917,
8013919,ABHD15
8013923,GIT1
8013947,CORO6
8013965,SSH2
8013985,
8013987,
8013989,SLC6A4
8014008,BLMH
8014023,
8014025,TMIGD1
8014033,
8014035,
8014037,CRLF3
8014047,TEFM
8014057,OMG
8014063,EVI2B
8014066,EVI2A
8014071,
8014073,COPRS
8014081,UTP6
8014100,C17orf75
8014113,
8014115,MYO1D
8014140,
8014142,
8014144,ASIC2
8014158,
8014160,CCL1
8014167,
8014169,TMEM132E-DT
8014172,CCT6B
8014189,RFFL
8014189,RAD51L3-RFFL
8014197,
8014199,RAD51D
8014199,RAD51L3-RFFL
8014214,NLE1
8014230,SLC35G3
8014233,SLFN11
8014241,SLFN12
8014248,SLFN13
8014257,SLFN12L
8014259,SLFN14
8014264,PEX12
8014269,GAS2L2
8014282,MMP28
8014298,HEATR9
8014316,CCL5
8014326,RDM1
8014334,LYZL6
8014342,CCL16
8014349,CCL14
8014349,CCL15
8014349,CCL15-CCL14
8014361,CCL23
8014369,CCL3
8014376,TBC1D3C
8014376,TBC1D3
8014376,TBC1D3H
8014376,TBC1D3L
8014376,TBC1D3I
8014376,TBC1D3E
8014376,TBC1D3B
8014376,TBC1D3D
8014376,TBC1D3G
8014376,TBC1D3K
8014376,TBC1D3F
8014391,CCL3L3
8014391,CCL3L1
8014391,CCL3
8014397,TBC1D3C
8014397,TBC1D3
8014397,TBC1D3H
8014397,TBC1D3L
8014397,TBC1D3I
8014397,TBC1D3E
8014397,TBC1D3B
8014397,TBC1D3D
8014397,TBC1D3G
8014397,TBC1D3K
8014397,TBC1D3F
8014414,CCL3L3
8014414,CCL3L1
8014414,CCL3
8014420,TBC1D3C
8014420,TBC1D3
8014420,TBC1D3H
8014420,TBC1D3L
8014420,TBC1D3I
8014420,TBC1D3E
8014420,TBC1D3B
8014420,TBC1D3D
8014420,TBC1D3G
8014420,TBC1D3K
8014420,TBC1D3F
8014435,
8014437,TBC1D3C
8014437,TBC1D3
8014437,TBC1D3H
8014437,TBC1D3L
8014437,TBC1D3I
8014437,TBC1D3E
8014437,TBC1D3B
8014437,TBC1D3D
8014437,TBC1D3G
8014437,TBC1D3K
8014437,TBC1D3F
8014452,
8014454,MYO19
8014485,
8014487,ACACA
8014551,SYNRG
8014574,DDX52
8014591,HNF1B
8014603,TBC1D3C
8014603,TBC1D3
8014603,TBC1D3H
8014603,TBC1D3L
8014603,TBC1D3I
8014603,TBC1D3E
8014603,TBC1D3B
8014603,TBC1D3F
8014603,TBC1D3D
8014603,TBC1D3G
8014603,TBC1D3K
8014633,TBC1D3C
8014633,TBC1D3
8014633,TBC1D3H
8014633,TBC1D3L
8014633,TBC1D3I
8014633,TBC1D3E
8014633,TBC1D3F
8014633,TBC1D3B
8014633,TBC1D3D
8014633,TBC1D3G
8014633,TBC1D3K
8014648,
8014650,TBC1D3E
8014650,NPEPPSP1
8014650,NPEPPS
8014664,
8014666,GPR179
8014679,SRCIN1
8014700,EPOP
8014702,
8014704,
8014706,PCGF2
8014723,PIP4K2B
8014738,CWC25
8014749,RPL23
8014749,SNORA21
8014755,SNORA21
8014757,FBXO47
8014768,PLXDC1
8014787,ARL5C
8014794,CACNB1
8014812,STAC2
8014825,FBXL20
8014841,MED1
8014861,
8014863,
8014865,NEUROD2
8014871,PGAP3
8014882,MIEN1
8014891,IKZF3
8014903,GSDMB
8014916,ORMDL3
8014925,MED24
8014954,
8014956,NR1D1
8014956,THRA
8014969,GJD3
8014974,TOP2A
8015014,
8015016,TNS4
8015031,CCR7
8015037,
8015039,SMARCE1
8015049,KRT222
8015060,KRT24
8015070,KRT25
8015078,KRT26
8015087,KRT27
8015095,KRT28
8015104,KRT10
8015115,KRT12
8015124,KRT20
8015133,KRT23
8015144,KRT39
8015152,KRT40
8015163,KRTAP3-3
8015169,KRTAP3-2
8015169,KRTAP3-3
8015173,KRTAP3-1
8015179,KRTAP1-5
8015179,KRTAP1-3
8015179,KRTAP1-1
8015187,KRTAP1-4
8015187,KRTAP1-5
8015189,KRTAP1-4
8015189,KRTAP1-3
8015189,KRTAP1-5
8015189,KRTAP1-1
8015196,KRTAP1-4
8015196,KRTAP1-3
8015196,KRTAP1-1
8015196,KRTAP1-5
8015206,KRTAP2-1
8015206,KRTAP2-3
8015206,KRTAP2-2
8015206,KRTAP2-4
8015208,KRTAP2-1
8015208,KRTAP2-2
8015208,KRTAP2-4
8015208,KRTAP2-3
8015210,KRTAP2-1
8015210,KRTAP2-3
8015210,KRTAP2-4
8015210,KRTAP2-2
8015214,KRTAP2-1
8015214,KRTAP2-3
8015214,KRTAP2-4
8015214,KRTAP2-2
8015218,KRTAP4-9
8015218,KRTAP4-8
8015218,KRTAP4-7
8015218,KRTAP4-6
8015218,KRTAP4-12
8015218,KRTAP4-11
8015218,KRTAP4-4
8015218,KRTAP4-2
8015218,KRTAP4-5
8015221,KRTAP4-9
8015221,KRTAP4-8
8015221,KRTAP4-11
8015221,KRTAP4-7
8015221,KRTAP4-6
8015221,KRTAP4-12
8015221,KRTAP4-4
8015221,KRTAP4-2
8015221,KRTAP4-5
8015223,KRTAP4-9
8015223,KRTAP4-12
8015223,KRTAP4-8
8015223,KRTAP4-7
8015223,KRTAP4-6
8015223,KRTAP4-4
8015223,KRTAP4-11
8015223,KRTAP4-2
8015223,KRTAP4-5
8015230,KRTAP4-9
8015230,KRTAP4-6
8015230,KRTAP4-8
8015230,KRTAP4-7
8015230,KRTAP4-12
8015230,KRTAP4-11
8015230,KRTAP4-4
8015230,KRTAP4-2
8015230,KRTAP4-5
8015232,KRTAP4-5
8015236,KRTAP4-4
8015240,KRTAP4-3
8015242,KRTAP4-2
8015247,KRTAP4-1
8015252,KRTAP17-1
8015257,KRT33A
8015262,KRT33B
8015268,KRT34
8015268,LOC100653049
8015273,KRT31
8015280,KRT37
8015287,KRT38
8015293,KRT32
8015301,KRT35
8015312,KRT36
8015323,KRT13
8015337,KRT15
8015349,KRT19
8015357,KRT9
8015366,KRT14
8015376,KRT16
8015387,KRT17
8015396,HAP1
8015410,
8015412,JUP
8015432,P3H4
8015445,NT5C3B
8015456,KLHL11
8015460,ACLY
8015490,DNAJC7
8015503,ZNF385C
8015511,DHX58
8015526,KAT2A
8015545,RAB5C
8015554,KCNH4
8015572,HCRT
8015575,GHDC
8015590,STAT5B
8015607,STAT3
8015635,CAVIN1
8015642,PSMC3IP
8015655,RETREG3
8015665,PLEKHH3
8015681,CCR10
8015685,EZH1
8015706,RAMP2-AS1
8015712,COA3
8015715,BECN1
8015730,LINC00671
8015735,
8015737,
8015739,
8015741,PTGES3L-AARSD1
8015741,PTGES3L
8015741,AARSD1
8015757,
8015759,VAT1
8015769,BRCA1
8015796,
8015798,LINC00910
8015802,LINC00910
8015804,
8015806,ETV4
8015821,MEOX1
8015827,SOST
8015835,DUSP3
8015846,MPP3
8015868,MPP2
8015884,PPY
8015890,PYY
8015900,TMEM101
8015906,
8015908,LSM12
8015914,HDAC5
8015944,
8015946,ASB16-AS1
8015955,ATXN7L3
8015969,UBTF
8015991,SLC4A1
8016016,
8016018,SLC25A39
8016033,FAM171A2
8016042,
8016044,ITGA2B
8016077,GPATCH8
8016086,
8016088,CCDC43
8016094,GJC1
8016099,EFTUD2
8016128,GFAP
8016139,KIF18B
8016147,KIF18B
8016155,C1QL1
8016159,DCAKD
8016168,PLCD3
8016187,SPATA32
8016194,MAP3K14
8016213,
8016215,ARHGAP27
8016232,ARHGAP27
8016239,PLEKHM1
8016245,LRRC37A2
8016245,LRRC37A
8016245,LRRC37A4P
8016245,SMURF2P1-LRRC37BP1
8016245,LRRC37A3
8016245,LRRC37BP1
8016245,LRRC37A6P
8016257,
8016259,LRRC37A
8016259,LRRC37A2
8016259,LRRC37A3
8016261,MAPK8IP1P2
8016261,MAPK8IP1
8016263,MAPT-AS1
8016266,KANSL1
8016283,
8016285,ARL17B
8016285,ARL17A
8016285,NBR2
8016285,LOC100996709
8016285,LOC107984156
8016285,LOC101929774
8016285,LOC105376844
8016300,ARL17B
8016300,ARL17A
8016300,NBR2
8016300,LOC107984156
8016300,LOC100996709
8016300,LOC105376844
8016300,LOC101929774
8016311,WNT3
8016320,RPRML
8016324,CDC27
8016336,OSBPL7
8016366,MRPL10
8016371,SCRN2
8016382,SP6
8016387,PRR15L
8016390,COPZ2
8016400,MIR152
8016402,CBX1
8016412,
8016414,SKAP1
8016429,
8016431,
8016433,HOXB1
8016438,HOXB2
8016444,HOXB3
8016452,HOXB4
8016455,MIR10A
8016457,HOXB5
8016463,HOXB6
8016468,HOXB7
8016473,HOXB8
8016476,HOXB9
8016482,MIR196A1
8016484,PRAC1
8016487,HOXB13
8016494,TTLL6
8016504,
8016508,SNF8
8016519,
8016521,
8016523,GIP
8016532,GNGT2
8016540,PHOSPHO1
8016546,ZNF652
8016552,PHB
8016562,SPOP
8016578,SLC35B1
8016590,FAM117A
8016600,TAC4
8016607,
8016609,DLX3
8016615,SAMD14
8016628,PPP1R9B
8016640,H1-9P
8016646,COL1A1
8016699,MRPL27
8016708,LRRC59
8016718,CHAD
8016725,ANKRD40
8016733,
8016735,ANKRD40CL
8016739,TOB1
8016745,SPAG9
8016787,
8016789,MBTD1
8016806,
8016808,CA10
8016825,COX11
8016832,MMD
8016841,TMEM100
8016847,TRIM25
8016847,MIR3614
8016858,COIL
8016866,CCDC182
8016868,
8016870,MRPS23
8016878,CUEDC1
8016891,VEZF1
8016898,SRSF1
8016909,MKS1
8016932,MPO
8016947,TSPOAP1
8016980,MIR142
8016982,RNF43
8016982,SUPT4H1
8016994,RNF43
8017010,HSF5
8017019,MTMR4
8017039,SEPTIN4
8017057,SEPTIN4
8017061,TEX14
8017096,
8017098,
8017100,
8017102,
8017104,
8017106,TRIM37
8017133,SKA2
8017139,MIR301A
8017141,
8017143,PTRH2
8017148,
8017150,TUBD1
8017162,RNFT1
8017173,TBC1D3C
8017173,TBC1D3
8017173,TBC1D3H
8017173,TBC1D3L
8017173,TBC1D3I
8017173,TBC1D3E
8017173,TBC1D3P1-DHX40P1
8017173,TBC1D3D
8017173,TBC1D3P2
8017173,TBC1D3B
8017173,TBC1D3G
8017173,TBC1D3K
8017173,TBC1D3F
8017186,HEATR6
8017210,LOC653653
8017210,AP1S2
8017212,USP32
8017235,APPBP2
8017251,
8017253,
8017257,
8017259,NACA2
8017262,BRIP1
8017283,INTS2
8017310,
8017312,MED13
8017344,
8017346,TBC1D3C
8017346,TBC1D3
8017346,TBC1D3H
8017346,TBC1D3L
8017346,TBC1D3I
8017346,TBC1D3E
8017346,TBC1D3P1-DHX40P1
8017346,TBC1D3P2
8017346,TBC1D3D
8017346,TBC1D3B
8017346,TBC1D3G
8017346,TBC1D3K
8017346,TBC1D3F
8017361,
8017363,
8017365,MARCHF10
8017378,CYB561
8017391,
8017393,LIMD2
8017402,STRADA
8017421,CCDC47
8017437,FTSJ3
8017460,SMARCD2
8017460,PTCRA
8017476,CSH2
8017480,GH2
8017488,CSH1
8017488,CSH2
8017488,CSHL1
8017488,GH1
8017488,GH2
8017499,CSHL1
8017505,GH1
8017511,CD79B
8017521,SCN4A
8017547,ICAM2
8017555,ERN1
8017582,TEX2
8017597,
8017599,PECAM1
8017619,PECAM1
8017621,POLG2
8017634,DDX5
8017651,SMURF2
8017671,ARHGAP27P1-BPTFP1-KPNA2P3
8017671,ARHGAP27P1
8017675,PLEKHM1P1
8017675,PLEKHM1
8017688,LRRC37A2
8017688,LRRC37A3
8017688,LRRC37A
8017688,LRRC37A4P
8017688,SMURF2P1-LRRC37BP1
8017688,LRRC37A6P
8017688,LRRC37BP1
8017702,
8017704,AMZ2P1
8017711,GNA13
8017718,AXIN2
8017736,CEP112
8017766,APOH
8017776,HELZ
8017810,PSMD12
8017825,
8017827,
8017829,
8017831,C17orf58
8017840,LRRC37A
8017840,LRRC37A2
8017840,LRRC37A3
8017840,LRRC37A4P
8017840,LRRC37BP1
8017840,LRRC37A6P
8017843,SLC16A6
8017850,WIPI1
8017867,FAM20A
8017885,ABCA8
8017927,ABCA9
8017964,ABCA6
8018006,ABCA10
8018038,ABCA5
8018078,
8018082,SLC39A11
8018093,
8018095,
8018097,FAM104A
8018102,CPSF4L
8018107,CDC42EP4
8018114,SDK2
8018156,LINC00469
8018164,
8018169,CD300LB
8018177,CD300C
8018184,CD300LD
8018189,CD300E
8018196,CD300LF
8018209,NAT9
8018220,GRIN2C
8018236,FDXR
8018251,FADS6
8018258,USH1G
8018264,HID1
8018288,ATP5PD
8018295,
8018297,NT5C
8018305,JPT1
8018315,SUMO2
8018315,SUMO4
8018324,GGA3
8018343,MIF4GD
8018352,SLC25A19
8018364,GRB2
8018377,
8018379,CASKIN2
8018400,RECQL5
8018428,GALK1
8018439,H3-3B
8018445,
8018449,UNC13D
8018482,WBP2
8018494,TRIM47
8018502,TRIM65
8018511,MRPL38
8018522,FBF1
8018558,ACOX1
8018579,EVPL
8018600,SRP68
8018620,EXOC7
8018646,FOXJ1
8018652,RNF157
8018673,QRICH2
8018694,PRPSAP1
8018708,UBE2O
8018731,RHBDF2
8018754,CYGB
8018761,ST6GALNAC2
8018774,ST6GALNAC1
8018786,MXRA7
8018791,
8018793,JMJD6
8018803,SRSF2
8018814,
8018816,
8018818,LINC01973
8018823,TMC6
8018849,TK1
8018860,
8018864,SOCS3
8018870,
8018872,DNAH17
8018902,DNAH17
8018906,
8018908,DNAH17
